Job Title,Company,Location,Job Link
Automotive Technical Advisor/Mechanic,MSX INTERNATIONAL,Seattle,https://www.welcometothejungle.com/en/companies/msx-international/jobs/automotive-technical-advisor-mechanic_seattle
Customer Experience Specialist US,PELICO,Miami,https://www.welcometothejungle.com/en/companies/pelico/jobs/customer-experience-specialist-us_miami
Senior Account Executive - US,PELICO,Miami,https://www.welcometothejungle.com/en/companies/pelico/jobs/senior-account-executive-us_miami_PELIC_LN3DYlL
Global Head of Talent Acquisition (Based in US),PELICO,Miami,https://www.welcometothejungle.com/en/companies/pelico/jobs/global-head-of-talent-acquisition-based-in-us_miami
Fraud Prevention Specialist I,"TURO, FRANCE",Phoenix,https://www.welcometothejungle.com/en/companies/turo/jobs/fraud-prevention-specialist-i_phoenix
Express Service Plus Specialist,MSX INTERNATIONAL,Boston,https://www.welcometothejungle.com/en/companies/msx-international/jobs/express-service-plus-specialist_boston
Director of Operations,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/director-of-operations_irvine
Quality Manager M/F,VINCI CONSTRUCTION,Norfolk,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/quality-manager-m-f_norfolk
QSE Project Coordinator M/F,VINCI CONSTRUCTION,Norfolk,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/qse-project-coordinator-m-f_norfolk
Project Engineer (System Integration) M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/project-engineer-system-integration-m-f_chicago
Means & Methods Engineer (Civil & Trackwork) M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/means-methods-engineer-civil-trackwork-m-f_chicago
Project Engineer (Environmental Compliance & Maintenance of Traffic) M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/project-engineer-environmental-compliance-maintenance-of-traffic-m-f_chicago
Clinician Experience Specialist,NABLA,New York,https://www.welcometothejungle.com/en/companies/nabla/jobs/clinician-experience-specialist_new-york
"Director, AI Solutions for Life Sciences",DATAIKU,New York,https://www.welcometothejungle.com/en/companies/dataiku/jobs/director-ai-solutions-for-life-sciences_new-york
Integration – Boston,DOLEAD,Cambridge,https://www.welcometothejungle.com/en/companies/dolead/jobs/integration-boston_cambridge
Senior Data Engineer in Marketing Effectiveness,EKIMETRICS,New York,https://www.welcometothejungle.com/en/companies/ekimetrics/jobs/senior-consultant-in-data-engineering-marketing-effectiveness_new-york
VIE US: Embedded Linux Engineer (Yocto) M/F,WITEKIO,Bellevue,https://www.welcometothejungle.com/en/companies/witekio/jobs/vie-us-embedded-linux-engineer-yocto-m-f_bellevue_WITEK_DZKgQJl
Strategic Account Manager,DFNS,New York,https://www.welcometothejungle.com/en/companies/dfns/jobs/strategic-account-manager_new-york
"VP of Business Development, LATAM",DFNS,"Ciudad de México, Miami…+1",https://www.welcometothejungle.com/en/companies/dfns/jobs/vp-of-business-development-latam_sao-paulo
"Principal Solutions Engineer, US",DFNS,New York,https://www.welcometothejungle.com/en/companies/dfns/jobs/principal-solutions-engineer_new-york
Senior Core Systems Engineer,DFNS,"New York, Paris",https://www.welcometothejungle.com/en/companies/dfns/jobs/senior-core-systems-engineer
Senior Infrastructure Engineer,DFNS,New York,https://www.welcometothejungle.com/en/companies/dfns/jobs/senior-infrastructure-engineer_new-york
Principal Security Engineer,DFNS,"New York, Paris",https://www.welcometothejungle.com/en/companies/dfns/jobs/principal-security-engineer
Senior Blockchain Engineer,DFNS,"New York, Paris",https://www.welcometothejungle.com/en/companies/dfns/jobs/senior-blockchain-engineer_DFNS_PXQa2Y2
"Principal Software Engineer, US",DFNS,New York,https://www.welcometothejungle.com/en/companies/dfns/jobs/principal-software-engineer_new-york_DFNS_7xqGK1A
Senior Software Engineer,DFNS,"New York, Paris",https://www.welcometothejungle.com/en/companies/dfns/jobs/senior-software-engineer_DFNS_g7N3YLx
Lead Mobile Engineer,DFNS,"New York, Paris",https://www.welcometothejungle.com/en/companies/dfns/jobs/lead-mobile-engineer
Senior Frontend Engineer,DFNS,"New York, Paris",https://www.welcometothejungle.com/en/companies/dfns/jobs/senior-frontend-engineer_DFNS_JGkjyOQ
"Assistant Manager, Men's Universe, Maison Madison Flagship",HERMÈS,New York,https://www.welcometothejungle.com/en/companies/hermes/jobs/assistant-manager-men-s-universe-maison-madison-flagship_new-york_HERMS_yKg96r9
Product & Content Marketing Lead 🇺🇸,WEWARD,New York,https://www.welcometothejungle.com/en/companies/weward/jobs/product-content-marketing-lead_new-york_WEWAR_D0PGG0
North America Delivery Team Manager,KURMI SOFTWARE,New York,https://www.welcometothejungle.com/en/companies/kurmi-software/jobs/delivery-manager-north-america_new-york_KS_k9jx4KZ
Quantum Hardware & Physics Specialist,ALICE & BOB,Boston,https://www.welcometothejungle.com/en/companies/alice-bob/jobs/quantum-hardware-physics-specialist_boston
"Director, Regional GM","TURO, FRANCE",San Francisco,https://www.welcometothejungle.com/en/companies/turo/jobs/director-regional-gm_san-francisco_TF_Zb6xAVr
Field Engineer M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/field-engineer-m-f_chicago
Key Account Manager- OEM Americas,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/key-account-manager-oem-americas_irvine
Director of Supply Chain,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/director-of-supply-chain_irvine
Maintenance of Traffic Project Manager M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/maintenance-of-traffic-project-manager-m-f_chicago
Superintendent M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/superintendent-m-f_chicago
Actuarial Data Scientist,AKUR8,New York,https://www.welcometothejungle.com/en/companies/akur8/jobs/actuarial-data-scientist_new-york
Claims & Insurance Program Manager (f/m/d),FREE2MOVE,Washington,https://www.welcometothejungle.com/en/companies/free2move/jobs/claims-insurance-program-manager-f-m-d_washington
Talent Associate,VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/talent-associate_new-york
Recruiter,VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/recruiter_new-york
Recruiting Coordinator,VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/recruiting-coordinator_new-york
US Finance Controller,KRAKEN,New York,https://www.welcometothejungle.com/en/companies/kraken/jobs/finance-controller_houston
Data Analyst,MSX INTERNATIONAL,Southfield,https://www.welcometothejungle.com/en/companies/msx-international/jobs/data-analyst_southfield_MI_7xJDg8d
Ford Connected Services Coach,MSX INTERNATIONAL,Kansas City,https://www.welcometothejungle.com/en/companies/msx-international/jobs/ford-connected-services-trainer_kansas-city
Sales Director,OGURY,Chicago,https://www.welcometothejungle.com/en/companies/ogury/jobs/sales-director_chicago_OGURY_wMLp5dV
Critical Safety Specialist I,"TURO, FRANCE",Phoenix,https://www.welcometothejungle.com/en/companies/turo/jobs/critical-safety-specialist-i_phoenix
Executive Support Associate II,"TURO, FRANCE",Phoenix,https://www.welcometothejungle.com/en/companies/turo/jobs/executive-support-associate-ii_phoenix
Engineering Manager – Configuration Management & Design Support,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/engineering-manager-configuration-management-design-support_irvine
Project Manager,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/assistant-project-manager_irvine
"Sales Engineer, West",DATAIKU,New York,https://www.welcometothejungle.com/en/companies/dataiku/jobs/sales-engineer-west_new-york_DATAI_QAx6a4w
Senior Customer Success Manager,DATAIKU,Dallas,https://www.welcometothejungle.com/en/companies/dataiku/jobs/customer-success-manager_dallas
Senior GTM Recruiter (San Francisco),DUST,San Francisco,https://www.welcometothejungle.com/en/companies/dust/jobs/senior-talent-acquisition-partner-us_new-york
SALES MANAGER - BEVERAGE INDUSTRY,FRENCH BLOOM,New York,https://www.welcometothejungle.com/en/companies/french-bloom/jobs/responsable-e-commerce-univers-luxe-b2c_paris
Executive Assistant to the CEO,CONTENTSQUARE,New York,https://www.welcometothejungle.com/en/companies/contentsquare/jobs/executive-assistant-to-the-ceo_new-york
"Strategy & Operations Associate, Global Support",VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/strategy-operations-associate-global-support_new-york
Warehouse Supervisor,L-ACOUSTICS,Camarillo,https://www.welcometothejungle.com/en/companies/l-acoustics/jobs/warehouse-supervisor_camarillo_LACOU_qV9GORr
Senior Account Manager,EQUATIV,New York,https://www.welcometothejungle.com/en/companies/equativ/jobs/senior-account-manager_new-york
Mobile Service Field Specialist,MSX INTERNATIONAL,San Francisco,https://www.welcometothejungle.com/en/companies/msx-international/jobs/mobile-service-field-specialist_san-francisco
Marketplace Support Program Manager,"TURO, FRANCE",Phoenix,https://www.welcometothejungle.com/en/companies/turo/jobs/marketplace-support-program-manager_phoenix
Automotive Technical Advisor/Mechanic,MSX INTERNATIONAL,San Francisco,https://www.welcometothejungle.com/en/companies/msx-international/jobs/automotive-technical-advisor-mechanic_san-francisco
US Legal Counsel,KILN,New York,https://www.welcometothejungle.com/en/companies/kiln-fi/jobs/us-legal-counsel_new-york
Founding Sales Development Representative,GLADIA,New York,https://www.welcometothejungle.com/en/companies/gladia/jobs/sales-development-representative_new-york
Chargé de devis et commerce F/H,EIFFAGE ÉNERGIE SYSTÈMES,Beaumont,https://www.welcometothejungle.com/en/companies/eiffageenergiesystemes/jobs/charge-de-devis-et-commerce-f-h_beaumont_ENS_Z0gPNAr
Operations & Expansion Associate,VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/operations-expansion-associate_london
Channel Account Manager - North-America West Region,FILIGRAN,New York,https://www.welcometothejungle.com/en/companies/filigran/jobs/channel-account-manager-north-america-west-region_new-york
Senior People Systems (HRIS) Analyst,"TURO, FRANCE",San Francisco,https://www.welcometothejungle.com/en/companies/turo/jobs/senior-people-systems-analyst_san-francisco
"Account Executive, Commercial US",MISTRAL AI,Palo Alto,https://www.welcometothejungle.com/en/companies/mistral-ai/jobs/account-executive-commercial-us_palo-alto
Automotive Technical Advisor/Mechanic,MSX INTERNATIONAL,Denver,https://www.welcometothejungle.com/en/companies/msx-international/jobs/automotive-technical-advisor-mechanic_denver
"Product Manager, Cloud Integrations",MISTRAL AI,New York,https://www.welcometothejungle.com/en/companies/mistral-ai/jobs/product-manager-cloud-integrations_new-york
Key Account Manager- US Military & Defense,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/key-account-manager-us-military-defense_irvine
Partner Sales Director,DATAIKU,New York,https://www.welcometothejungle.com/en/companies/dataiku/jobs/partner-sales-director_new-york
Account Executive (US),DUST,San Francisco,https://www.welcometothejungle.com/en/companies/dust/jobs/account-executive-us_san-francisco
Sales Development Representative (SDR),KILI TECHNOLOGY,Brooklyn,https://www.welcometothejungle.com/en/companies/kili-technology/jobs/junior-sales-development-representative-sdr_brooklyn
1st Enterprise Account Executive,KILI TECHNOLOGY,Brooklyn,https://www.welcometothejungle.com/en/companies/kili-technology/jobs/1st-enterprise-account-executive_brooklyn
"Principal Strategist, Fashion & Sporting Goods",QUANTIS,Boston,https://www.welcometothejungle.com/en/companies/quantis/jobs/sustainability-strategist-fashion-sporting-goods-account-director_boston
Expansion and Launch Operations Principal,VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/expansion-and-launch-operations-principal_london
Enterprise Sales Development Representative (SDR) US,TRUSTPAIR,New York,https://www.welcometothejungle.com/en/companies/trustpair/jobs/enterprise-sales-development-representative-sdr-us_new-york
Marketing Manager,KURMI SOFTWARE,New York,https://www.welcometothejungle.com/en/companies/kurmi-software/jobs/marketing-manager_new-york
Technical Solutions Consultant,MSX INTERNATIONAL,Warwick,https://www.welcometothejungle.com/en/companies/msx-international/jobs/technical-solutions-consultant_warwick
Express Service Plus Specialist,MSX INTERNATIONAL,Philadelphia,https://www.welcometothejungle.com/en/companies/msx-international/jobs/express-service-plus-specialist_philadelphia
Applied Scientist/Research Engineer - Palo Alto/NYC,MISTRAL AI,Palo Alto,https://www.welcometothejungle.com/en/companies/mistral-ai/jobs/applied-scientist-research-engineer-palo-alto-nyc_palo-alto
Sr. Systems Engineer,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/sr-systems-engineer_irvine_SED_Jyr2aj7
Civil Works Design Coordinator M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/civil-works-design-coordinator-m-f_chicago
Commercial Manager: Systems M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/commercial-manager-systems-m-f_chicago
Growth Marketing Lead,NABLA,New York,https://www.welcometothejungle.com/en/companies/nabla/jobs/mid-market-growth-marketing-manager_new-york_NABLA_Pd6gO0W
Technical Solutions Manager,NABLA,New York,https://www.welcometothejungle.com/en/companies/nabla/jobs/technical-solutions-manager_new-york_NABLA_GRXyYL7
Rating Engine Implementation Lead,AKUR8,New York,https://www.welcometothejungle.com/en/companies/akur8/jobs/rating-engine-implementation-lead_new-york
Partner Success Associate Principal,VIA,Atlanta,https://www.welcometothejungle.com/en/companies/via/jobs/partner-success-associate-principal_georgia
"Partner Success Principal, Eastern US",VIA,Atlanta,https://www.welcometothejungle.com/en/companies/via/jobs/partner-success-principal-eastern-us_london
Partner Growth Principal,VIA,Atlanta,https://www.welcometothejungle.com/en/companies/via/jobs/partner-growth-principal_london_VIA_QWoYKd1
Senior Strategic Account Manager,VIA,Atlanta,https://www.welcometothejungle.com/en/companies/via/jobs/senior-strategic-account-manager_london
Embedded Linux SW Engineer (Sr),WITEKIO,Bellevue,https://www.welcometothejungle.com/en/companies/witekio/jobs/embedded-linux-sw-engineer-sr_bellevue_WITEK_W6ed7K2
Technical Partner Enablement Lead,MISTRAL AI,Palo Alto,https://www.welcometothejungle.com/en/companies/mistral-ai/jobs/technical-partner-enablement-lead_palo-alto
Concrete Batch Plant Superintendent M/F,VINCI CONSTRUCTION,Norfolk,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/concrete-batch-plant-superintendent-m-f_norfolk
Tunnel Interior Structure Construction Superintendent M/F,VINCI CONSTRUCTION,Norfolk,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/tunnel-interior-structure-construction-superintendent-m-f_norfolk
Administrative Assistant M/F,VINCI CONSTRUCTION,Chicago,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/administrative-assistant-m-f_chicago
Field Engineer M/F,VINCI CONSTRUCTION,Norfolk,https://www.welcometothejungle.com/en/companies/vinci-construction-fr/jobs/field-engineer-m-f_norfolk
Business Development Representative (US),DUST,San Francisco,https://www.welcometothejungle.com/en/companies/dust/jobs/business-development-representative-us_san-francisco
Content Marketing Specialist,DATADOME,New York,https://www.welcometothejungle.com/en/companies/datadome/jobs/content-marketing-specialist_new-york_DATAD_1yqAaJM
Technology Alliances Manager (USA) - Woman / Man / Non Binary,FILIGRAN,New York,https://www.welcometothejungle.com/en/companies/filigran/jobs/technology-alliances-manager-usa-woman-man-non-binary_new-york
Customer Service Technical Support Specialist,L-ACOUSTICS,Westlake Village,https://www.welcometothejungle.com/en/companies/l-acoustics/jobs/customer-service-technical-support-specialist_westlake_LACOU_pRo9GbR
Senior Acquisition Marketing Specialist,"TURO, FRANCE",San Francisco,https://www.welcometothejungle.com/en/companies/turo/jobs/senior-acquisition-marketing-specialist_san-francisco
"Sales Director, CPG",OGURY,New York,https://www.welcometothejungle.com/en/companies/ogury/jobs/sales-director-cpg_new-york_OGURY_m15JDwV
Logistics Clerk,SAFRAN ELECTRONICS & DEFENSE,Grand Prairie,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/logistics-clerk_grand-prairie_SED_KrR3AR3
Senior Electrical Engineer,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/senior-electrical-engineer_irvine_SED_66lWZKw
Senior Mechanical Engineer,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/senior-mechanical-engineer_irvine
Customer Quality Manager,SAFRAN ELECTRONICS & DEFENSE,Irvine,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/customer-quality-manager_irvine_SED_xo8z4xw
"AI Deployment Strategist, Post-Sales (US)",DUST,San Francisco,https://www.welcometothejungle.com/en/companies/dust/jobs/customer-success-us_san-francisco
Senior Talent Acquisition Specialist,NABLA,New York,https://www.welcometothejungle.com/en/companies/nabla/jobs/recruitment-specialist_new-york
Founding Product Marketer,DUST,San Francisco,https://www.welcometothejungle.com/en/companies/dust/jobs/product-marketing-manager-us_new-york
Global Support Operations Associate,VIA,New York,https://www.welcometothejungle.com/en/companies/via/jobs/global-support-operations-associate_new-york
Vice President US Sales,IMPLICITY,New York,https://www.welcometothejungle.com/en/companies/implicity/jobs/vice-president-us-sales_new-york
Service Lane Consultant,MSX INTERNATIONAL,Cedar Rapids,https://www.welcometothejungle.com/en/companies/msx-international/jobs/service-lane-consultant_cedar-rapids
North America Account Executive,MSX INTERNATIONAL,Los Angeles,https://www.welcometothejungle.com/en/companies/msx-international/jobs/north-america-account-executive_southfield
"Strategic Account Executive, West",DATAIKU,Phoenix,https://www.welcometothejungle.com/en/companies/dataiku/jobs/strategic-account-executive-west_san-francisco_DATAI_NwjQ93V
Regional Content Marketing Manager,MIRAKL,Boston,https://www.welcometothejungle.com/en/companies/mirakl/jobs/regional-content-marketing-manager_boston
Regional Sales Director (Radiation Oncology),THERAPANACEA,"Chicago, Boston",https://www.welcometothejungle.com/en/companies/therapanacea/jobs/regional-sales-director-radiation-oncology
"Sales Specialist, Naples",HERMÈS,Naples,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-naples_naples_HERMS_ogD2JZL
"Selling and Service Assistant, Maison Madison Flagship",HERMÈS,New York,https://www.welcometothejungle.com/en/companies/hermes/jobs/selling-and-service-assistant-maison-madison-flagship_new-york
Retail Projects Manager,HERMÈS,New York,https://www.welcometothejungle.com/en/companies/hermes/jobs/retail-projects-manager_new-york_HERMS_5kPyWV2
"Sales Specialist, Nashville",HERMÈS,Washington,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-nashville_nashvle
"Sales Specialist, Las Vegas Wynn",HERMÈS,Las Vegas,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-las-vegas-wynn_las-vegas_HERMS_q8QrLWN
Assistant Manager - Logistics eCommerce,HERMÈS,Dayton,https://www.welcometothejungle.com/en/companies/hermes/jobs/assistant-manager-logistics-ecommerce_dayton_HERMS_wkKdXab
"Sales Specialist, Main Floor, Maison Madison Flagship",HERMÈS,New York,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-main-floor-maison-madison-flagship_new-york_HERMS_kzpJzZZ
Account Executive,EQUATIV,New York,https://www.welcometothejungle.com/en/companies/equativ/jobs/senior-account-executive_new-york
"Operations Manager, Palo Alto",HERMÈS,Palo Alto,https://www.welcometothejungle.com/en/companies/hermes/jobs/operations-manager-palo-alto_palo-alto
"Sales Specialist, Beverly Hills Flagship",HERMÈS,Beverly Hills,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-beverly-hills-flagship_beverly-hls
"Sales Specialist, Main Floor, Maison Madison Flagship",HERMÈS,New York,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-main-floor-maison-madison-flagship_new-york_HERMS_qyWZALg
"Sales Specialist, Las Vegas Crystals",HERMÈS,Las Vegas,https://www.welcometothejungle.com/en/companies/hermes/jobs/sales-specialist-las-vegas-crystals_las-vegas_HERMS_ox5OO90
PRODUCTION MACHINE OPERATOR,LISI,Torrance,https://www.welcometothejungle.com/en/companies/lisi/jobs/production-machine-operator_torrance_LISI_mW2Vqle
PRODUCTION MACHINE OPERATOR,LISI,Torrance,https://www.welcometothejungle.com/en/companies/lisi/jobs/production-machine-operator_torrance_LISI_3pd9yQj
PRODUCTION SPECIALTY LEVEL II-Thread Roll,LISI,Torrance,https://www.welcometothejungle.com/en/companies/lisi/jobs/production-specialty-level-ii-thread-roll_torrance_LISI_DPxYAm0
PRODUCTION MACHINE LEVEL I (C SHIFT),LISI,Torrance,https://www.welcometothejungle.com/en/companies/lisi/jobs/production-machine-level-i-c-shift_torrance_LISI_qR79QJy
PRODUCTION MACHINE LEVEL I (C SHIFT),LISI,Torrance,https://www.welcometothejungle.com/en/companies/lisi/jobs/production-machine-level-i-c-shift_torrance_LISI_GNPZZNA
PRODUCTION SPECIALTY LEVEL II-Thread Roll,LISI,Torrance,https://www.welcometothejungle.com/en/companies/lisi/jobs/production-specialty-level-ii-thread-roll_torrance_LISI_J3mZjAb
Growth Marketing Manager - US - M/F/D,AB TASTY,New York,https://www.welcometothejungle.com/en/companies/ab-tasty/jobs/growth-marketing-manager-us-m-f-d_new-york
Project Manager- Distributions Center,SAFRAN ELECTRONICS & DEFENSE,Grand Prairie,https://www.welcometothejungle.com/en/companies/safran-electronics-defense-fr/jobs/project-manager-distributions-center_grand-prairie
